season,episode,title,rating,votes,episode_year
1,1,Pilot,7.6,3299,2011
1,2,Kryptonite,7.2,2404,2011
1,3,Wedding,7.5,2309,2011
1,4,Naked,7.9,2272,2011
1,5,Cece Crashes,7.7,2073,2011
1,6,Thanksgiving,7.7,2061,2011
1,7,Bells,7,1968,2011
1,8,Bad in Bed,7.4,1928,2011
1,9,The 23rd,7.6,1905,2011
1,10,The Story of the 50,7.6,1935,2012
1,11,Jess & Julia,7.8,1883,2012
1,12,The Landlord,8,2028,2012
1,13,Valentine's Day,7.7,1823,2012
1,14,Bully,7.3,1685,2012
1,15,Injured,7.8,1930,2012
1,16,Control,7.3,1653,2012
1,17,Fancyman Part 1,7.8,1754,2012
1,18,Fancyman Part 2,7.9,1692,2012
1,19,Secrets,8.1,1786,2012
1,20,Normal,7.6,1625,2012
1,21,Kids,7.8,1686,2012
1,22,Tomatoes,7.5,1630,2012
1,23,Backslide,7.5,1595,2012
1,24,See Ya,7.8,1703,2012
2,1,Re-launch,7.3,1702,2012
2,2,Katie,7.7,1725,2012
2,3,Fluffer,7.6,1582,2012
2,4,Neighbors,7.1,1572,2012
2,5,Models,7.7,1609,2012
2,6,Halloween,7.8,1588,2012
2,7,Menzies,7.8,1634,2012
2,8,Parents,7.7,1525,2012
2,9,Eggs,7.5,1482,2012
2,10,Bathtub,7.7,1479,2012
2,11,Santa,8.1,1634,2012
2,12,Cabin,7.7,1540,2013
2,13,A Father's Love,7,1428,2013
2,14,Pepperwood,7.9,1624,2013
2,15,Cooler,9.1,2997,2013
2,16,Table 34,8.1,1581,2013
2,17,Parking Spot,8.1,1571,2013
2,18,Tinfinity,7.7,1440,2013
2,19,Quick Hardening Caulk,8.4,1840,2013
2,20,Chicago,7.6,1596,2013
2,21,First Date,7.7,1479,2013
2,22,Bachelorette Party,7.5,1375,2013
2,23,Virgins,8.4,1912,2013
2,24,Winston's Birthday,8,1479,2013
2,25,Elaine's Big Day,8.6,1904,2013
3,1,All In,7.7,1544,2013
3,2,Nerd,7.5,1353,2013
3,3,Double Date,7.6,1359,2013
3,4,The Captain,7.4,1308,2013
3,5,The Box,7.1,1274,2013
3,6,Keaton,7.5,1290,2013
3,7,Coach,7.6,1317,2013
3,8,Menus,7.3,1247,2013
3,9,Longest Night Ever,7.4,1236,2013
3,10,Thanksgiving III,7.3,1256,2013
3,11,Clavado En Un Bar,7.4,1273,2014
3,12,Basketsball,7.2,1210,2014
3,13,Birthday,8.3,1576,2014
3,14,Prince,8.6,2192,2014
3,15,Exes,7.5,1235,2014
3,16,Sister,7.2,1217,2014
3,17,Sister II,7.1,1164,2014
3,18,Sister III,7.2,1147,2014
3,19,Fired Up,7.6,1153,2014
3,20,Mars Landing,7.2,1219,2014
3,21,Big News,7.6,1175,2014
3,22,Dance,7.4,1146,2014
3,23,Cruise,7.7,1185,2014
4,1,The Last Wedding,7.6,1315,2014
4,2,Dice,7.5,1234,2014
4,3,Julie Berkman's Older Sister,7.2,1171,2014
4,4,Micro,7.2,1190,2014
4,5,Landline,7.9,1302,2014
4,6,Background Check,8.7,2080,2014
4,7,Goldmine,8.1,1354,2014
4,8,Teachers,7.9,1247,2014
4,9,Thanksgiving IV,8.1,1269,2014
4,10,Girl Fight,7.6,1141,2014
4,11,LAXmas,7.5,1188,2014
4,12,Shark,7.3,1060,2015
4,13,Coming Out,7.1,1049,2015
4,14,Swuit,7.1,1057,2015
4,15,The Crawl,7.6,1122,2015
4,16,Oregon,7.4,1094,2015
4,17,Spiderhunt,8.2,1346,2015
4,18,Walk of Shame,7.5,1139,2015
4,19,The Right Thing,7.3,1063,2015
4,20,Par 5,7.3,1071,2015
4,21,Panty Gate,7.6,1084,2015
4,22,Clean Break,9,2134,2015
5,1,Big Mama P,7.8,1277,2016
5,2,What About Fred,7.2,1096,2016
5,3,Jury Duty,7.5,1062,2016
5,4,No Girl,7.3,1091,2016
5,5,Bob & Carol & Nick & Schmidt,7.3,1087,2016
5,6,Reagan,7.5,1234,2016
5,7,Wig,7.2,1087,2016
5,8,The Decision,7.3,1063,2016
5,9,Heat Wave,7.3,1071,2016
5,10,Goosebumps Walkaway,7.4,1072,2016
5,11,The Apartment,7.3,1000,2016
5,12,D-Day,7.8,1049,2016
5,13,"Sam, Again",7.1,1018,2016
5,14,300 Feet,7,1025,2016
5,15,Jeff Day,7.1,988,2016
5,16,Helmet,7.5,983,2016
5,17,Road Trip,7.6,1127,2016
5,18,A Chill Day In,8.1,1178,2016
5,19,Dress,7.2,925,2016
5,20,Return to Sender,7.4,940,2016
5,21,Wedding Eve,8.2,1106,2016
5,22,Landing Gear,8.8,1500,2016
6,1,House Hunt,7.5,1024,2016
6,2,Hubbedy Bubby,6.4,1253,2016
6,3,Single and Sufficient,7.1,938,2016
6,4,Homecoming,7.5,1164,2016
6,5,Jaipur Aviv,7.4,922,2016
6,6,Ready,7.2,898,2016
6,7,Last Thanksgiving,7.1,892,2016
6,8,James Wonder,7.3,904,2016
6,9,Es Good,7.1,880,2016
6,10,Christmas Eve Eve,7.5,943,2016
6,11,Raisin's Back,7.3,894,2017
6,12,The Cubicle,7.2,852,2017
6,13,Cece's Boys,7.3,905,2017
6,14,The Hike,7.4,901,2017
6,15,Glue,7.7,913,2017
6,16,Operation: Bobcat,7.8,924,2017
6,17,Rumspringa,7,863,2017
6,18,Young Adult,7.5,860,2017
6,19,Socalyalcon VI,7.5,883,2017
6,20,Misery,7.4,874,2017
6,21,San Diego,8.1,968,2017
6,22,Five Stars for Beezus,9.1,1853,2017
7,1,About Three Years Later,7.2,1082,2018
7,2,Tuesday Meeting,7.1,905,2018
7,3,Lillypads,7.2,895,2018
7,4,Where the Road Goes,7.4,924,2018
7,5,Godparents,7.2,869,2018
7,6,Mario,7.8,904,2018
7,7,The Curse of the Pirate Bride,7.9,972,2018
7,8,Engram Pattersky,8.3,1386,2018
